86,36,77,165,60,7,150,45,19,128,174,331,131,66,0,32,196,203,2
90,49,83,187,63,7,176,37,21,154,205,467,222,70,1,2,189,195,2
110,53,104,223,66,10,211,32,24,164,223,659,210,67,5,16,190,203,2
107,54,96,201,62,12,218,31,24,170,221,694,217,71,2,21,187,198,2
105,50,93,173,54,4,222,30,25,159,254,735,206,83,4,12,186,184,3
84,47,75,153,64,6,154,43,19,145,175,354,184,75,0,3,185,192,3
88,43,70,177,74,19,152,44,19,143,180,342,168,76,1,9,186,189,3
93,49,79,180,65,7,173,37,21,158,189,463,194,70,5,10,197,202,3
81,43,68,148,64,7,150,45,19,144,175,330,171,80,1,2,182,185,3
100,47,70,185,70,7,162,40,20,153,179,406,172,68,9,6,200,205,3
94,37,73,186,71,7,154,42,19,127,171,362,132,67,2,8,197,206,3
87,43,65,127,56,8,149,46,19,143,169,322,171,85,6,3,180,182,3
103,52,103,170,52,7,236,28,26,160,254,816,250,82,3,23,183,184,3
87,41,73,158,64,7,151,44,19,138,175,341,152,73,3,8,190,194,3
109,52,95,189,58,4,227,29,25,158,262,776,217,82,0,19,187,186,3
102,53,101,238,72,4,238,28,26,163,267,844,242,85,7,22,184,184,3
97,49,76,203,73,7,178,36,21,157,194,487,186,72,0,7,197,200,3
81,47,69,146,64,6,151,44,19,147,171,340,195,75,5,0,183,188,3
94,45,72,179,69,6,156,41,19,144,181,373,191,69,5,5,193,198,3
92,37,75,191,71,6,161,40,20,128,180,393,135,69,1,14,195,202,3
82,43,73,154,65,7,151,44,19,143,178,341,160,76,5,11,185,189,3
85,43,66,123,55,7,150,45,19,146,172,326,173,83,4,15,180,183,3
99,41,77,197,69,6,177,36,21,139,202,485,151,72,4,10,198,199,3
96,43,82,161,55,5,186,34,22,141,215,534,162,75,0,6,195,196,3
87,44,65,124,56,6,149,46,19,144,170,321,171,87,4,12,179,182,3
84,45,68,148,64,6,146,46,19,142,168,317,180,75,5,1,183,187,3
94,36,68,127,54,7,127,52,18,132,155,242,116,66,1,2,195,196,4
91,39,77,153,59,8,139,48,18,139,159,289,123,62,8,17,201,209,4
96,45,87,169,67,10,154,44,19,149,167,351,174,67,9,8,192,201,4
92,43,70,124,52,6,139,49,18,144,164,282,172,79,4,16,183,185,4
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,4
89,47,84,133,55,11,157,44,20,160,169,354,176,74,5,9,182,192,4
91,36,60,126,56,6,119,56,17,130,139,211,118,67,6,14,192,198,4
90,43,66,157,65,9,137,48,18,146,162,281,164,67,3,3,193,202,4
83,45,73,161,68,8,142,46,18,144,169,305,179,71,10,3,191,199,4
91,39,82,164,68,10,143,46,19,137,164,308,158,68,13,9,191,201,4
90,46,75,133,55,11,160,43,20,161,173,369,171,77,0,16,182,192,4
93,47,85,163,66,11,156,44,20,158,172,355,178,74,7,15,183,195,4
94,50,84,138,57,10,156,44,20,170,171,351,187,77,5,6,182,191,4
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,4
89,46,77,125,52,10,156,44,20,160,171,351,177,78,7,17,183,191,4
96,45,80,162,63,9,146,46,19,148,161,316,161,64,5,10,199,207,4
85,45,82,133,56,11,159,43,20,156,170,362,173,76,10,21,183,193,4
89,37,51,111,54,5,120,56,17,127,138,213,147,82,7,4,181,183,4
89,45,81,246,102,43,155,44,20,160,200,347,177,90,9,17,183,192,4
86,38,58,119,56,4,118,57,17,129,140,208,152,78,9,2,184,186,4
89,38,78,153,61,7,146,46,19,127,166,314,142,69,0,9,187,194,1
104,52,96,188,59,9,188,35,22,161,206,530,205,67,11,8,193,200,1
100,52,109,225,68,10,222,30,25,165,241,731,207,73,7,28,188,199,1
104,57,103,222,72,12,221,30,25,177,223,718,218,72,11,12,186,195,1
85,38,72,130,53,9,134,51,18,132,145,261,123,65,1,24,188,198,1
109,48,107,215,62,10,205,32,23,158,222,624,168,65,9,32,195,206,1
104,56,96,231,74,11,220,30,25,172,223,713,218,73,6,16,186,195,1
107,52,101,218,64,11,202,33,23,164,219,610,192,65,17,2,197,206,1
101,52,105,162,53,10,212,31,24,163,226,669,204,74,12,11,186,194,1
85,39,77,151,59,8,150,45,19,134,176,331,133,73,0,16,184,193,1
87,38,85,177,61,8,164,40,20,129,186,402,130,63,1,25,198,205,1
91,49,86,195,63,8,177,37,21,156,203,473,201,67,7,5,192,198,1
107,53,103,221,66,11,209,32,24,163,222,653,212,66,0,1,191,201,1
95,51,96,196,63,9,190,35,22,161,208,543,235,68,13,0,191,198,1
92,42,75,172,60,8,147,45,19,142,174,322,160,62,22,10,206,211,1
101,49,103,212,67,10,201,33,23,156,215,601,174,69,4,11,189,196,1
86,37,77,144,54,7,154,43,19,127,179,352,145,71,14,13,186,191,1
101,56,100,204,62,12,227,30,25,178,231,757,204,73,0,11,186,197,1
100,58,109,230,70,11,226,30,25,182,234,752,207,72,0,13,187,198,1
92,52,93,204,67,9,189,35,22,161,214,536,240,72,2,5,188,195,1
89,40,69,147,58,6,132,50,18,137,155,260,151,61,16,6,203,209,1
109,54,103,205,63,11,222,30,25,175,229,720,213,71,6,14,187,200,2
82,37,66,126,54,7,132,52,18,127,148,252,142,72,17,7,183,187,2
85,33,40,115,57,3,112,61,17,119,130,184,127,86,12,21,181,183,2
98,47,109,202,59,11,199,34,23,154,207,586,165,61,1,33,194,208,2
107,51,103,182,56,11,213,31,24,162,226,673,217,72,2,4,188,198,2
89,37,54,119,53,5,134,50,18,127,151,266,146,79,16,14,184,185,2
85,40,72,139,59,5,132,50,18,135,159,260,150,68,3,9,191,195,2
100,52,104,189,59,10,208,32,24,163,220,642,197,70,1,22,187,198,2
93,37,76,183,63,8,164,40,20,134,191,405,139,67,4,7,192,197,2
92,38,71,174,66,7,154,43,19,133,181,355,130,70,4,24,189,195,2
109,54,109,225,68,11,214,31,24,169,226,675,212,68,11,32,189,202,2
86,40,62,140,62,7,150,45,19,133,165,330,173,82,2,3,180,185,2
106,52,108,207,64,12,221,31,25,168,229,709,200,73,22,38,190,205,2
84,35,53,122,57,4,116,59,17,123,135,196,128,76,10,27,183,190,2
79,38,55,120,55,5,142,48,19,128,153,295,145,81,4,2,180,183,2
107,54,98,203,65,11,218,31,25,167,229,696,216,72,1,28,187,199,2
108,53,104,181,56,11,220,31,25,167,226,712,214,72,15,18,189,199,2
90,50,90,188,61,10,181,36,21,158,211,492,220,69,6,19,191,199,2
110,46,100,197,61,9,193,34,22,149,209,561,160,65,11,7,194,203,2
83,36,54,119,57,6,128,53,18,125,143,238,139,82,6,3,179,183,2
90,39,89,181,62,8,175,38,21,132,200,458,154,70,11,15,189,195,2
103,49,100,194,60,10,185,35,22,160,202,518,178,62,13,8,198,208,2
88,44,70,151,61,8,143,46,18,143,163,311,173,68,7,8,196,203,3
79,47,74,141,61,7,153,43,19,149,175,349,199,77,6,10,183,189,3
102,45,83,198,65,5,194,33,22,146,225,576,167,79,0,27,193,191,3
80,43,68,120,54,8,150,45,19,145,171,329,176,85,4,8,179,183,3
91,45,76,171,69,7,150,44,19,144,170,340,179,69,12,1,195,201,3
89,40,76,188,76,7,150,44,19,136,174,342,148,72,3,8,193,197,3
104,52,94,208,66,5,208,31,24,161,227,666,218,76,11,4,193,191,3
90,42,63,126,55,7,152,45,19,142,173,336,173,81,0,15,180,184,3
98,38,70,186,68,6,164,39,20,136,189,413,129,71,3,17,200,203,3
89,42,70,148,62,7,147,45,19,143,176,323,153,76,2,6,186,189,3
81,46,71,141,61,7,153,44,19,148,177,347,190,80,1,14,182,187,3
84,45,66,154,65,6,145,46,19,144,168,312,177,73,2,3,184,188,3
81,44,72,139,60,6,153,44,19,146,180,347,178,81,1,15,182,186,3
81,44,68,120,53,6,151,45,19,147,170,333,178,86,4,5,179,183,3
107,57,102,184,55,7,234,28,26,171,243,822,229,77,7,11,187,187,3
86,44,70,140,64,6,148,45,19,145,170,322,185,82,10,1,181,183,3
94,43,68,170,67,6,142,46,18,142,164,310,177,65,10,8,198,203,3
91,42,66,169,66,7,145,44,19,140,169,325,159,67,4,0,201,207,3
98,52,86,207,69,5,192,33,22,161,212,570,221,75,4,6,194,195,3
100,50,81,197,67,6,186,34,22,158,206,531,198,74,6,1,197,198,3
107,57,106,179,51,8,257,26,28,172,275,954,232,83,2,20,181,184,3
97,47,88,183,60,7,197,33,23,148,214,596,201,74,8,0,192,191,3
96,40,70,120,50,8,137,50,18,141,162,269,139,80,10,13,183,183,4
97,45,88,173,67,10,157,43,20,157,173,365,157,67,8,12,192,200,4
95,38,66,126,52,8,133,52,18,140,158,253,140,78,11,8,184,183,4
84,44,80,140,58,11,156,44,20,157,166,349,176,74,5,17,183,193,4
86,39,58,125,55,5,117,57,17,134,140,204,148,69,7,6,190,194,4
94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,4
93,43,88,170,66,9,150,45,19,147,164,334,143,65,2,17,196,206,4
90,48,86,306,126,49,153,44,19,156,272,346,200,118,0,15,185,194,4
82,43,70,250,105,55,139,48,18,145,231,289,172,99,4,9,190,199,4
87,42,64,150,64,10,133,50,18,142,157,264,159,67,7,1,193,201,4
89,42,89,147,61,11,151,44,19,145,170,338,163,72,11,23,187,199,4
85,36,66,123,55,5,120,56,17,128,140,212,131,73,1,18,186,190,4
93,42,64,158,68,9,134,49,18,142,163,268,170,71,7,13,192,201,4
97,47,87,164,64,9,156,43,20,149,173,359,182,68,1,13,192,202,4
90,48,78,142,59,11,160,43,20,160,173,370,185,76,10,11,183,192,4
87,40,81,162,68,10,146,46,19,139,167,317,157,70,0,13,189,199,4
100,46,90,172,67,9,157,43,20,150,170,363,184,67,17,7,192,200,4
93,45,83,142,56,10,157,43,20,155,180,364,188,75,1,21,184,197,4
96,39,64,111,48,8,134,52,18,141,160,258,139,80,7,20,183,184,4
86,39,62,129,59,6,116,57,17,135,137,203,145,64,7,9,199,204,4
94,37,74,169,59,7,162,41,20,133,178,394,130,63,6,6,198,204,1
96,47,103,215,69,10,200,33,23,147,220,598,200,73,6,6,187,194,1
96,48,83,177,59,8,171,39,21,152,195,438,196,67,15,0,195,201,1
102,52,98,225,71,10,214,31,24,164,228,682,199,71,0,16,187,196,1
78,36,51,116,56,4,120,57,17,124,135,209,135,84,1,12,177,184,1
101,55,101,183,57,13,225,30,25,177,225,741,204,71,5,10,186,198,1
95,45,80,186,62,7,164,40,20,145,188,406,178,65,11,18,199,204,1
96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,1
84,39,90,180,60,7,177,37,21,131,209,469,145,71,4,38,190,198,1
107,52,103,186,57,11,214,31,24,162,217,676,189,66,6,5,189,198,1
106,53,98,203,63,11,220,30,25,167,228,710,214,71,10,24,188,197,1
102,54,100,163,53,10,213,31,24,173,219,669,201,76,12,27,187,195,1
81,38,53,123,58,6,134,51,18,128,147,259,148,83,10,6,177,184,1
85,37,80,158,59,8,153,44,19,126,179,348,136,69,6,21,191,197,1
77,38,63,135,59,5,130,52,18,130,145,247,139,79,13,21,183,187,1
93,34,66,140,56,7,130,51,18,120,151,251,114,62,5,29,201,207,1
93,35,66,154,59,6,142,46,18,128,162,304,120,64,5,13,197,202,1
105,54,96,185,57,10,219,30,25,170,231,706,217,75,5,12,187,195,1
104,55,105,216,68,11,205,32,23,169,221,623,216,71,9,18,189,196,1
103,49,107,179,54,12,208,32,24,159,214,644,183,66,1,12,191,200,1
106,55,98,224,68,11,215,31,24,170,222,679,214,68,2,29,189,201,1
109,52,104,199,60,12,215,31,24,162,220,691,212,67,11,7,189,199,2
110,51,104,191,57,12,213,31,24,162,226,674,190,68,18,2,191,199,2
99,53,105,219,66,11,204,32,23,165,221,623,224,68,0,6,191,201,2
95,53,95,202,65,10,193,34,22,160,220,559,237,71,3,2,188,196,2
105,54,106,215,68,10,208,32,24,166,217,640,218,69,14,23,189,199,2
91,39,83,170,60,8,172,38,21,134,197,445,152,72,0,10,188,194,2
89,48,85,189,64,8,169,39,20,153,188,427,190,64,16,5,195,201,2
97,53,105,225,71,12,221,30,25,167,226,713,202,70,3,20,186,200,2
86,40,66,138,59,4,137,49,18,133,162,279,151,74,6,14,186,190,2
89,35,52,121,57,4,122,55,17,125,139,220,128,82,5,13,181,184,2
90,36,85,184,64,6,160,41,20,125,187,385,139,66,9,31,195,203,2
106,53,98,193,60,10,215,31,24,169,224,681,218,73,8,21,188,197,2
90,37,80,171,58,9,157,42,20,132,172,373,115,60,3,18,201,209,2
88,37,63,130,58,5,125,54,18,130,141,230,145,74,14,20,184,188,2
104,49,105,209,61,11,207,32,24,157,217,637,168,64,0,19,193,207,2
102,51,104,217,67,10,204,32,23,162,220,621,195,68,3,19,188,197,2
103,53,106,172,55,10,212,32,24,168,220,660,223,73,16,24,187,197,2
91,40,98,192,64,9,177,38,21,135,194,465,165,66,9,35,195,205,2
104,52,100,191,59,9,197,33,23,158,218,583,234,70,10,10,191,198,2
93,39,63,146,58,7,128,52,18,134,149,246,158,63,9,7,198,204,2
100,46,104,184,60,9,197,34,23,147,222,578,198,73,13,13,189,197,2
103,51,105,174,56,11,210,32,24,163,222,650,222,73,8,9,187,196,2
94,37,72,193,72,6,158,41,19,133,184,385,127,70,0,14,200,204,3
89,44,72,160,66,7,144,46,19,147,166,312,169,69,11,1,191,198,3
95,43,83,198,69,6,177,36,21,139,189,484,163,68,6,4,196,198,3
96,36,74,183,70,6,149,43,19,127,178,341,127,69,0,17,201,205,3
81,45,68,154,69,22,151,45,19,147,186,335,186,88,1,10,180,185,3
87,44,70,179,75,6,146,45,19,141,167,326,178,69,6,1,194,201,3
88,40,73,173,68,7,150,44,19,137,174,341,151,69,2,20,196,200,3
81,42,63,125,55,8,149,46,19,145,166,320,172,86,7,7,179,182,3
80,44,68,120,53,8,151,45,19,146,170,333,190,80,4,16,180,185,3
83,42,71,152,64,7,149,45,19,142,172,331,158,74,2,2,184,190,3
85,44,66,125,58,6,148,45,19,145,170,323,185,84,8,1,180,183,3
88,44,71,165,70,7,144,46,19,141,167,312,172,71,4,4,188,193,3
95,47,73,195,70,7,167,38,20,152,184,430,185,69,9,19,200,206,3
84,42,76,156,64,7,151,44,19,143,179,339,157,75,0,20,187,193,3
89,40,72,155,63,7,146,45,19,135,175,321,145,72,4,10,192,196,3
82,44,72,150,64,7,154,44,19,144,181,350,177,80,0,16,183,187,3
96,37,74,199,74,5,165,39,20,128,188,419,136,72,1,3,196,200,3
81,45,68,169,73,6,151,44,19,146,173,336,186,75,7,0,183,189,3
80,45,71,128,56,7,151,45,19,147,171,337,176,79,3,16,181,187,3
102,51,92,194,60,6,220,30,25,162,247,731,209,80,7,7,188,186,3
85,42,66,120,53,7,149,46,19,143,169,321,160,85,10,7,180,182,3
82,45,68,150,69,5,148,45,19,144,169,322,184,80,5,0,181,184,3
91,42,66,142,58,9,134,50,18,142,163,268,164,69,6,5,191,197,4
91,37,76,138,55,8,132,51,18,135,157,256,124,69,0,12,191,192,4
95,48,83,178,72,10,162,42,20,159,176,379,184,70,6,16,187,197,4
89,36,51,109,52,6,118,57,17,129,137,206,125,80,2,14,181,185,4
92,40,66,111,48,7,139,50,19,140,159,277,148,85,12,19,182,183,4
96,46,88,174,68,10,155,43,19,148,173,354,182,69,14,15,194,202,4
89,45,85,149,59,11,158,43,20,158,177,362,173,75,12,16,183,193,4
86,37,60,115,54,5,119,56,17,132,141,209,129,72,2,8,186,190,4
91,41,64,148,61,8,129,51,18,142,161,249,153,68,6,12,194,201,4
87,37,52,116,54,6,115,58,17,126,135,196,144,74,11,22,186,190,4
91,44,66,151,63,7,137,48,18,146,166,280,167,72,1,9,188,194,4
87,42,64,150,64,10,133,50,18,141,157,265,159,67,7,0,193,201,4
96,46,88,160,64,9,151,44,19,148,173,339,182,70,15,11,192,199,4
93,41,75,124,51,7,140,49,18,141,164,284,149,77,5,15,184,185,4
85,39,57,126,56,6,114,58,17,135,134,195,145,64,17,7,197,202,4
89,36,68,149,60,8,133,50,18,134,153,265,119,62,6,18,201,209,4
98,39,68,121,49,7,134,51,18,142,164,261,134,75,4,1,186,186,4
88,37,51,105,52,5,119,57,17,128,135,207,125,86,8,16,179,183,4
90,44,72,157,64,8,137,48,18,144,159,283,171,65,9,4,196,203,4
90,47,85,149,60,10,155,43,19,155,179,355,186,75,1,5,185,196,4
89,47,81,156,57,8,161,41,20,149,187,388,197,72,9,15,187,193,1
93,42,88,188,62,10,183,36,21,141,208,504,168,70,3,12,189,197,1
105,46,100,195,61,9,193,34,22,150,207,557,161,65,5,9,194,202,1
90,40,83,178,61,8,178,37,21,132,199,472,157,71,1,14,187,193,1
103,48,96,232,71,10,205,32,23,153,226,633,197,71,2,15,188,196,1
87,45,77,153,59,7,154,44,19,145,181,350,172,75,15,14,184,189,1
88,34,69,152,57,5,138,48,18,122,158,284,120,62,9,29,204,210,1
101,51,105,212,68,10,209,32,24,162,222,653,224,73,5,23,186,195,1
86,44,77,155,60,7,152,44,19,141,174,345,161,72,9,0,187,192,1
95,48,104,214,67,9,205,32,23,151,227,628,202,74,5,9,186,193,1
76,38,58,125,58,5,133,51,18,127,152,259,145,87,0,21,177,184,1
85,36,78,149,55,7,147,45,19,128,168,321,134,64,10,24,197,203,1
86,41,66,129,55,7,135,50,18,136,154,266,165,74,3,4,180,187,1
98,55,101,228,70,9,210,31,24,168,236,661,245,72,1,6,188,197,1
89,36,72,141,56,7,138,48,18,126,163,286,130,72,1,1,187,192,1
92,38,74,178,62,9,161,41,20,135,181,388,132,63,7,29,197,206,1
96,54,104,175,58,10,215,31,24,175,221,682,222,75,13,23,186,194,1
109,51,100,197,59,10,192,34,22,161,210,553,195,64,14,3,196,202,1
95,49,92,193,62,10,178,37,21,154,200,478,171,64,2,0,198,206,1
91,41,93,197,65,9,183,36,21,137,202,504,153,66,11,24,193,200,1
104,52,110,172,53,10,219,30,25,166,235,711,218,74,10,28,188,198,1
84,38,66,138,62,6,126,54,18,132,144,232,139,70,4,7,185,190,1
105,52,107,207,60,11,218,31,24,167,221,701,197,66,0,20,191,203,1
97,55,104,219,71,9,211,32,24,171,222,658,223,74,1,24,186,196,2
98,50,90,192,63,9,177,37,21,155,195,472,197,65,10,1,193,201,2
82,36,51,114,53,4,135,50,18,126,150,268,144,86,15,4,181,182,2
108,54,105,203,62,11,202,33,23,164,216,608,235,68,12,3,190,200,2
85,33,50,104,53,4,115,59,17,118,136,193,127,83,1,30,179,185,2
104,55,107,222,68,11,218,31,24,173,232,703,229,71,3,10,188,199,2
93,42,98,192,63,9,185,36,22,138,206,508,173,70,10,21,189,197,2
93,51,90,209,69,8,183,36,22,156,211,506,230,70,6,1,189,196,2
83,37,54,131,61,4,135,50,18,127,152,271,141,85,3,6,180,183,2
91,43,72,142,56,7,149,45,19,140,168,327,165,72,13,23,186,191,2
107,56,104,231,71,11,219,31,25,172,226,705,217,71,19,11,189,196,2
110,54,102,201,64,11,213,31,24,171,222,669,221,73,17,16,188,198,2
95,45,105,208,64,10,187,36,22,150,202,520,158,64,7,32,198,211,2
89,36,69,162,63,6,140,48,18,131,164,291,126,66,1,38,193,204,2
106,49,106,211,64,9,208,32,24,158,224,645,184,68,1,24,190,202,2
98,55,104,213,67,9,206,32,23,167,223,629,220,72,5,19,187,196,2
119,54,106,220,65,12,213,31,24,167,223,675,232,66,20,1,192,202,2
92,46,83,154,56,6,160,41,20,148,185,382,184,71,10,5,186,191,2
94,38,88,179,60,7,170,39,21,131,188,435,144,66,2,28,195,204,2
94,49,79,203,71,5,174,37,21,154,196,465,206,71,6,2,197,199,3
99,38,74,184,66,6,164,39,20,131,193,414,137,71,2,22,200,202,3
85,43,69,141,62,7,152,44,19,145,178,341,179,84,1,4,181,184,3
99,51,92,203,65,5,209,31,24,159,232,671,214,78,5,11,191,189,3
100,49,80,206,70,6,183,35,21,156,206,517,198,73,3,13,198,199,3
91,42,81,193,69,5,169,38,20,137,184,434,156,68,3,23,198,204,3
109,55,96,191,57,6,241,28,26,170,267,857,242,85,8,9,184,184,3
106,53,98,154,47,4,237,28,26,164,263,838,222,82,4,17,185,184,3
96,49,98,187,59,6,213,31,24,152,228,680,210,77,8,28,188,189,3
98,51,84,207,72,7,184,35,21,161,199,520,198,72,9,11,196,199,3
100,51,89,199,65,6,201,32,23,159,219,622,205,74,6,7,193,193,3
82,45,66,252,126,52,148,45,19,144,237,326,185,119,1,1,181,185,3
100,50,98,204,63,6,218,30,24,156,232,719,213,77,8,7,189,189,3
113,57,109,194,56,6,260,26,28,175,288,982,261,85,11,21,182,183,3
91,46,75,185,75,7,154,42,19,147,178,362,192,72,8,8,192,199,3
111,58,105,183,51,6,265,26,29,174,285,1018,255,85,4,8,181,183,3
101,53,91,194,65,6,204,32,23,161,231,636,214,78,5,14,192,192,3
87,42,60,116,51,6,150,46,19,141,169,324,171,85,2,14,178,182,3
92,45,74,187,74,7,157,41,19,143,179,375,183,70,8,6,195,201,3
96,46,70,194,70,6,167,39,20,148,183,427,171,69,17,10,200,203,3
91,43,70,133,55,8,130,51,18,146,159,253,156,70,1,8,190,194,4
94,46,91,175,70,12,157,43,20,155,172,358,192,69,15,21,190,200,4
89,46,78,150,63,11,160,43,20,160,170,367,176,73,5,9,185,194,4
90,47,73,136,58,11,161,42,20,153,172,376,185,77,11,8,183,191,4
88,36,53,113,57,3,118,57,17,128,137,204,136,88,7,14,180,183,4
85,47,75,121,53,9,157,44,20,165,168,358,176,77,1,7,182,191,4
90,47,85,145,58,9,152,44,19,155,175,345,184,73,4,2,186,197,4
89,40,60,131,56,6,118,56,17,137,143,209,153,65,10,8,193,199,4
93,36,63,139,57,8,132,50,18,136,158,260,121,67,3,27,193,201,4
86,39,60,140,60,7,119,55,17,134,140,212,141,61,7,8,200,207,4
88,34,58,140,59,6,127,52,18,130,148,243,113,63,4,10,199,206,4
93,40,62,117,49,7,131,52,18,145,160,249,156,78,8,6,184,184,4
88,41,80,147,62,8,146,45,19,144,169,318,161,71,4,16,188,197,4
94,35,66,147,62,9,131,50,18,127,159,258,115,66,8,7,196,201,4
89,47,80,131,54,11,160,43,20,163,175,369,174,77,1,7,182,193,4
86,43,68,150,64,9,138,48,18,143,161,285,174,69,6,0,192,201,4
86,34,62,140,61,7,122,54,17,127,141,223,112,64,2,14,200,208,4
93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,4
89,46,74,135,59,9,157,44,20,158,170,356,177,79,12,3,184,191,4
